date,time,temp_celsius,high,low,weather,status,report_type,today_forecast,tomorrow_forecast,snow_12hr,snow_24hr,snow_48hr,snow_overnight,snow_7days,snow_total,snow_snowmaking,snow_peak,snow_plateau
2019-01-13,17:34:40.204335,11,10,7,Clear skies,Unlimited Visibility, 5:00 PM Report,Mix of sun and cloud. High: 10 Low: 7,Broken clouds. High: 10 Low: 5,0,0,0,0,2,260,43,202,150
2019-01-14,08:48:01.633697,9,10,5,Clear skies,Unlimited Visibility, 8:00 AM Report,Mix of sun and cloud. High: 10 Low: 5,Scattered clouds. High: 5 Low: 3,0,0,0,0,1,260,43,202,150
2019-01-14,12:07:25.256183,13,10,5,Blue bird skies!,Unlimited Visibility,12:00 PM Report,Mix of sun and cloud. High: 10 Low: 5,Scattered clouds. High: 5 Low: 3,0,0,0,0,1,260,43,202,150
2019-01-14,12:26:04.527519,13,10,5,Blue bird skies!,Unlimited Visibility,12:00 PM Report,Mix of sun and cloud. High: 10 Low: 5,Scattered clouds. High: 5 Low: 3,0,0,0,0,1,260,43,202,150
2019-01-14,13:06:18.678887,13,10,5,Blue bird skies!,Unlimited Visibility,12:00 PM Report,Mix of sun and cloud. High: 10 Low: 5,Scattered clouds. High: 5 Low: 3,0,0,0,0,1,260,43,202,150
2019-01-14,13:46:32.839925,13,10,5,Blue bird skies!,Unlimited Visibility,12:00 PM Report,Mix of sun and cloud. High: 10 Low: 5,Scattered clouds. High: 5 Low: 3,0,0,0,0,1,260,43,202,150
2019-01-14,14:54:46.199093,13,10,5,Blue bird skies!,Unlimited Visibility,12:00 PM Report,Mix of sun and cloud. High: 10 Low: 5,Scattered clouds. High: 5 Low: 3,0,0,0,0,1,260,43,202,150
2019-01-14,15:39:37.704334,14,10,5,Blue bird skies!,Unlimited Visibility, 3:00 PM Report,Mix of sun and cloud. High: 10 Low: 5,Scattered clouds. High: 5 Low: 3,0,0,0,0,1,260,43,202,150
2019-01-15,08:38:06.357881,5,10,5,Mix of sun & cloud,Unlimited Visibility, 8:00 AM Report,Mix of sun and cloud. High: 10 Low: 5,Mix of sun & cloud. High: 7 Low: 4,0,0,0,0,0,260,43,200,145
2019-01-15,09:23:35.431039,5,10,5,Mix of sun & cloud,Unlimited Visibility, 8:00 AM Report,Mix of sun and cloud. High: 10 Low: 5,Mix of sun & cloud. High: 7 Low: 4,0,0,0,0,0,260,43,200,145
2019-01-15,10:09:04.513268,5,10,5,Mix of sun & cloud,Unlimited Visibility, 8:00 AM Report,Mix of sun and cloud. High: 10 Low: 5,Mix of sun & cloud. High: 7 Low: 4,0,0,0,0,0,260,43,200,145
2019-01-15,10:54:33.590445,5,10,5,Mix of sun & cloud,Unlimited Visibility, 8:00 AM Report,Mix of sun and cloud. High: 10 Low: 5,Mix of sun & cloud. High: 7 Low: 4,0,0,0,0,0,260,43,200,145
2019-01-15,11:40:02.674867,5,10,5,Mix of sun & cloud,Unlimited Visibility, 8:00 AM Report,Mix of sun and cloud. High: 10 Low: 5,Mix of sun & cloud. High: 7 Low: 4,0,0,0,0,0,260,43,200,145
2019-01-15,12:41:11.620340,7,10,5,Mix of sun & cloud,Unlimited Visibility,12:00 PM Report,Mix of sun and cloud. High: 10 Low: 5,Mix of sun & cloud. High: 7 Low: 4,0,0,0,0,0,260,43,200,140
2019-01-15,15:41:27.488147,8,10,5,Mix of sun & cloud,Unlimited Visibility, 2:00 PM Report,Mix of sun and cloud. High: 10 Low: 5,Mix of sun & cloud. High: 7 Low: 4,0,0,0,0,0,260,43,200,140
2019-01-15,19:00:22.734703,5,10,5,High overcast skies,Unlimited Visibility, 6:00 PM Report,Mix of sun and cloud. High: 10 Low: 5,Mix of sun & cloud. High: 7 Low: 4,0,0,0,0,0,260,43,200,140
2019-01-16,05:19:20.010555,4,10,5,Clear skies,Unlimited Visibility,10:00 PM Report,Mix of sun and cloud. High: 10 Low: 5,Mix of sun & cloud. High: 7 Low: 4,0,0,0,0,0,260,43,200,140
2019-01-16,08:43:16.287096,2,6,1,Clear skies,Unlimited Visibility, 7:30 AM Report,Mix of sun and cloud. High: 6 Low: 1,Snow turning to rain. High: 2 Low: 0,0,0,0,0,0,260,43,200,140
2019-01-16,11:45:00.481577,6,6,1,Mix of sun & cloud,Unlimited Visibility,11:00 AM Report,Mix of sun and cloud. High: 6 Low: 1,Snow turning to rain. High: 2 Low: 0,0,0,0,0,0,260,43,200,140
2019-01-17,04:55:27.974956,5,6,1,Clear skies,Unlimited Visibility,10:00 PM Report,Mix of sun and cloud. High: 6 Low: 1,Snow turning to rain. High: 2 Low: 0,0,0,0,0,0,260,43,200,140
2019-01-17,05:25:56.203412,5,6,1,Clear skies,Unlimited Visibility,10:00 PM Report,Mix of sun and cloud. High: 6 Low: 1,Snow turning to rain. High: 2 Low: 0,0,0,0,0,0,260,43,200,140
2019-01-17,09:48:05.039913,3,3,0,High overcast skies,Unlimited Visibility, 9:00 AM Report,Snow changing to rain. High: 3 Low: 0,Snow turning to rain. High: 2 Low: 0,1,1,1,1,1,261,43,200,140
2019-01-17,12:20:31.369875,4,3,0,Raining skies,Unlimited Visibility,12:00 PM Report,Snow changing to rain. High: 3 Low: 0,Snow turning to rain. High: 2 Low: 0,1,1,1,1,1,261,43,200,140
2019-01-17,14:55:01.220002,3,3,0,Raining skies,Unlimited Visibility, 2:00 PM Report,Snow changing to rain. High: 3 Low: 0,Snow turning to rain. High: 2 Low: 0,1,1,1,1,1,261,43,200,140
2019-01-17,17:35:30.389413,2,3,0,Lightly raining skies,Unlimited Visibility, 5:00 PM Report,Snow changing to rain. High: 3 Low: 0,Snow turning to rain. High: 2 Low: 0,1,1,1,1,1,261,43,200,140
2019-01-17,19:00:09.227942,2,3,0,High overcast skies,Unlimited Visibility, 6:00 PM Report,Snow changing to rain. High: 3 Low: 0,Snow turning to rain. High: 2 Low: 0,1,1,1,1,1,261,43,200,140
2019-01-18,06:42:40.864141,1,2,-1,Mainly cloudy skies,Unlimited Visibility, 6:00 AM Report,Flurries. High: 2 Low: -1,Flurries. High: 2 Low: -2,0,0,1,0,1,261,43,200,140
2019-01-18,07:40:50.527273,1,2,-1,Lightly snowing skies,Variable Visibility, 7:30 AM Report,Flurries. High: 2 Low: -1,Flurries. High: 2 Low: -2,0,0,1,0,1,261,43,200,140
2019-01-18,09:21:29.558382,1,2,-1,Flurries,Variable Visibility, 9:00 AM Report,Flurries. High: 2 Low: -1,Flurries. High: 2 Low: -2,0,0,1,0,1,261,43,200,140
2019-01-18,11:13:35.218949,1,2,-1,Mainly cloudy skies,Variable Visibility,11:00 AM Report,Flurries. High: 2 Low: -1,Flurries. High: 2 Low: -2,0,0,1,0,1,261,43,200,140
2019-01-18,14:18:39.882080,1,2,-1,Low overcast skies,Variable Visibility, 2:00 PM Report,Flurries. High: 2 Low: -1,Flurries. High: 2 Low: -2,0,0,1,0,1,261,43,200,140
2019-01-18,16:50:20.452496,1,2,-1,Low overcast skies,Variable Visibility, 4:00 PM Report,Flurries. High: 2 Low: -1,Flurries. High: 2 Low: -2,0,0,1,0,1,261,43,200,140
2019-01-18,19:26:43.797512,1,2,-1,Lightly snowing skies,Unlimited Visibility, 6:30 PM Report,Flurries. High: 2 Low: -1,Flurries. High: 2 Low: -2,0,0,1,0,1,261,43,200,140
2019-01-18,20:34:30.199227,0,2,-1,Lightly snowing skies,Unlimited Visibility, 8:00 PM Report,Flurries. High: 2 Low: -1,Flurries. High: 2 Low: -2,2,2,3,0,3,263,43,203,141
2019-01-19,10:26:19.360790,0,1,-2,Mix of snow & rain,Variable Visibility,10:00 AM Report,Flurries. High: 1 Low: -2,Mix of sun and cloud. High: 2 Low: -2,0,3,4,0,4,264,43,203,142
2019-01-19,11:40:09.311872,0,1,-2,Mix of snow & rain,Variable Visibility,10:00 AM Report,Flurries. High: 1 Low: -2,Mix of sun and cloud. High: 2 Low: -2,0,3,4,0,4,264,43,203,142
2019-01-19,12:05:20.282340,0,1,-2,Low overcast skies,Variable Visibility,12:00 PM Report,Flurries. High: 1 Low: -2,Mix of sun and cloud. High: 2 Low: -2,0,3,4,0,4,264,43,203,142
2019-01-19,17:51:25.658977,0,1,-2,Low overcast skies,Variable Visibility, 5:00 PM Report,Flurries. High: 1 Low: -2,Mix of sun and cloud. High: 2 Low: -2,0,3,4,0,4,264,43,203,142
2019-01-19,20:39:12.195867,0,1,-2,Mainly cloudy skies,Variable Visibility, 8:00 PM Report,Flurries. High: 1 Low: -2,Mix of sun and cloud. High: 2 Low: -2,0,3,4,0,4,264,43,204,142
2019-01-20,07:47:22.132277,-1,2,-2,Clear skies,Unlimited Visibility, 6:00 AM Report,"Overcast, becoming clear. High: 2 Low: -2",Scattered clouds. High: -3 Low: -6,0,0,3,0,4,264,43,204,140
2019-01-20,09:05:33.165335,-1,2,-2,High overcast skies,Unlimited Visibility, 9:00 AM Report,"Overcast, becoming clear. High: 2 Low: -2",Scattered clouds. High: -3 Low: -6,0,0,3,0,4,264,43,204,140
2019-01-20,22:52:19.067650,-1,2,-2,Clear skies,Unlimited Visibility,10:00 PM Report,"Overcast, becoming clear. High: 2 Low: -2",Scattered clouds. High: -3 Low: -6,0,0,3,0,4,264,43,204,140
2019-01-21,07:28:29.068938,-3,0,-5,Low overcast skies,Variable Visibility, 6:00 AM Report,Scattered clouds. High: 0 Low: -5,Mix of rain and snow. High: 3 Low: -4,0,0,0,0,4,264,43,204,140
2019-01-21,08:11:58.488701,-3,0,-5,Mainly cloudy skies,Variable Visibility, 8:00 AM Report,Scattered clouds. High: 0 Low: -5,Mix of rain and snow. High: 3 Low: -4,0,0,0,0,4,264,43,204,140
2019-01-21,12:02:59.615390,-2,0,-5,High overcast skies,Unlimited Visibility,12:00 PM Report,Scattered clouds. High: 0 Low: -5,Mix of rain and snow. High: 3 Low: -4,0,0,0,0,4,264,43,204,140
2019-01-22,06:23:07.423921,-2,2,-3,Lightly snowing skies,Variable Visibility, 6:00 AM Report,Snow. High: 2 Low: -3,Mix of sun & cloud. High: 2 Low: 1,2,2,2,2,5,266,45,206,142
2019-01-22,09:19:26.964582,-2,2,-3,Lightly snowing skies,Variable Visibility, 9:00 AM Report,Snow. High: 2 Low: -3,Mix of sun & cloud. High: 2 Low: 1,3,3,3,2,6,267,45,206,142
2019-01-22,15:07:13.464040,-1,2,-3,Lightly snowing skies,Variable Visibility, 2:00 PM Report,Snow. High: 2 Low: -3,Mix of sun & cloud. High: 2 Low: 1,7,7,7,2,11,271,45,207,142
2019-01-22,18:11:12.613793,-1,2,-3,Lightly snowing skies,Variable Visibility, 6:00 PM Report,Snow. High: 2 Low: -3,Mix of sun & cloud. High: 2 Low: 1,12,12,12,2,16,276,45,210,144
2019-01-22,20:10:36.068845,-1,2,-3,Snowing heavily,Variable Visibility, 8:00 PM Report,Snow. High: 2 Low: -3,Mix of sun & cloud. High: 2 Low: 1,12,18,18,2,22,276,45,216,150
2019-01-23,05:30:10.943392,0,2,-3,Lightly snowing skies,Variable Visibility,10:00 PM Report,Snow. High: 2 Low: -3,Mix of sun & cloud. High: 2 Low: 1,22,25,25,2,25,276,45,223,157
2019-01-23,08:36:37.426220,2,2,-3,Mix of sun & cloud,Unlimited Visibility, 8:00 AM Report,Mix of sun & cloud. High: 2 Low: -3,Overcast. High: 1 Low: -2,10,25,28,3,32,292,45,233,167
2019-01-23,15:25:42.331662,4,2,-3,Mix of sun & cloud,Unlimited Visibility, 3:00 PM Report,Mix of sun & cloud. High: 2 Low: -3,Overcast. High: 1 Low: -2,3,21,28,3,32,292,45,233,167
2019-01-23,19:28:21.347106,1,2,-3,Clear skies,Unlimited Visibility, 7:00 PM Report,Mix of sun & cloud. High: 2 Low: -3,Overcast. High: 1 Low: -2,3,16,28,3,32,292,45,233,167
2019-01-24,04:59:27.000516,1,2,-3,Low overcast skies,Variable Visibility,10:00 PM Report,Mix of sun & cloud. High: 2 Low: -3,Overcast. High: 1 Low: -2,3,3,28,3,32,292,45,233,167
2019-01-24,09:33:51.227300,-1,0,-3,Lightly snowing skies,Variable Visibility, 9:00 AM Report,Mainly cloudy with sunny breaks. High: 0 Low: -3,Overcast. High: 2 Low: -3,0,0,25,0,31,292,45,233,167
2019-01-24,17:14:49.932803,0,0,-3,Low overcast skies,Variable Visibility, 5:00 PM Report,Mainly cloudy with sunny breaks. High: 0 Low: -3,Overcast. High: 2 Low: -3,0,0,20,0,31,292,45,231,167
2019-01-24,20:04:42.716161,-1,0,-3,Low overcast skies,Variable Visibility, 8:00 PM Report,Mainly cloudy with sunny breaks. High: 0 Low: -3,Overcast. High: 2 Low: -3,0,0,10,0,31,292,45,231,167
2019-01-25,06:32:16.419170,-2,2,-3,Low overcast skies,Variable Visibility, 6:00 AM Report,Overcast skies. High: 2 Low: -3,Mix of sun and cloud. High: 5 Low: 0,0,0,0,0,28,292,46,231,167
2019-01-25,11:23:26.450760,-1,2,-3,High overcast skies,Variable Visibility,10:00 AM Report,Overcast skies. High: 2 Low: -3,Mix of sun and cloud. High: 5 Low: 0,0,0,0,0,28,292,46,231,165
2019-01-25,16:00:17.178068,0,2,-3,High overcast skies,Variable Visibility, 3:00 PM Report,Overcast skies. High: 2 Low: -3,Mix of sun and cloud. High: 5 Low: 0,0,0,0,0,28,292,46,231,165
2019-01-25,20:13:40.988008,-1,2,-3,Low overcast skies,Variable Visibility, 6:00 PM Report,Overcast skies. High: 2 Low: -3,Mix of sun and cloud. High: 5 Low: 0,0,0,0,0,28,292,46,231,165
2019-01-25,21:06:13.948620,-1,2,-3,Low overcast skies,Variable Visibility, 6:00 PM Report,Overcast skies. High: 2 Low: -3,Mix of sun and cloud. High: 5 Low: 0,0,0,0,0,28,292,46,231,165
2019-01-26,07:28:07.662042,-1,2,-3,Low overcast skies,Variable Visibility, 6:00 PM Report,Overcast skies. High: 2 Low: -3,Mix of sun and cloud. High: 5 Low: 0,0,0,0,0,28,292,46,231,165
2019-01-26,08:31:35.939340,-1,2,-3,Low overcast skies,Variable Visibility, 6:00 PM Report,Overcast skies. High: 2 Low: -3,Mix of sun and cloud. High: 5 Low: 0,0,0,0,0,28,292,46,231,165
2019-01-26,08:34:08.185863,-1,7,-2,Low overcast skies,Variable Visibility, 8:00 AM Report,Overcast skies. High: 7 Low: -2,Overcast becoming clear. High: 7 Low: 0,0,0,0,0,28,292,46,231,165
2019-01-26,10:47:59.193817-08:00,-1,7,-2,Low overcast skies,Limited Visibility,10:00 AM Report,Overcast skies. High: 7 Low: -2,Overcast becoming clear. High: 7 Low: 0,0,0,0,0,28,292,46,231,165
2019-01-26,10:49:00.417345-08:00,-1,7,-2,Low overcast skies,Limited Visibility,10:00 AM Report,Overcast skies. High: 7 Low: -2,Overcast becoming clear. High: 7 Low: 0,0,0,0,0,28,292,46,231,165
2019-01-26,16:25:37.960675-08:00,0,7,-2,Mainly cloudy skies,Variable Visibility, 4:00 PM Report,Overcast skies. High: 7 Low: -2,Overcast becoming clear. High: 7 Low: 0,0,0,0,0,28,292,46,231,165
2019-01-26,16:35:54.577997-08:00,0,7,-2,Mainly cloudy skies,Variable Visibility, 4:00 PM Report,Overcast skies. High: 7 Low: -2,Overcast becoming clear. High: 7 Low: 0,0,0,0,0,28,292,46,231,165
2019-01-26,22:46:27.529912-08:00,5,7,-2,Clear skies,Unlimited Visibility,10:00 PM Report,Overcast skies. High: 7 Low: -2,Overcast becoming clear. High: 7 Low: 0,0,0,0,0,28,292,46,231,165
2019-01-27,11:31:41.276235-08:00,7,7,0,Blue bird skies!,Unlimited Visibility,10:00 AM Report,Overcast skies. High: 7 Low: 0,Mix of sun and cloud. High:  Low: 2,0,0,0,0,28,292,46,231,165
2019-01-27,16:34:05.093747-08:00,6,7,0,Sunny skies,Unlimited Visibility, 4:00 PM Report,Overcast skies. High: 7 Low: 0,Mix of sun and cloud. High:  Low: 2,0,0,0,0,28,292,46,231,165
2019-01-27,17:59:36.606130-08:00,6,7,0,Sunny skies,Unlimited Visibility, 5:00 PM Report,Overcast skies. High: 7 Low: 0,Mix of sun and cloud. High:  Low: 2,0,0,0,0,28,292,46,231,165
2019-01-28,05:58:08.788148,6,7,0,Clear skies,Unlimited Visibility,10:00 PM Report,Overcast skies. High: 7 Low: 0,Mix of sun and cloud. High:  Low: 2,0,0,0,0,28,292,46,231,165
